class name;;Method name;;number of detected pattern;;parameter;;number of occurrences;;occurrenceType;;unitOnwhichOccurrenceIsDetected;;commentFragment
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f28, $f29);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f30, $f31);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f39, $f40);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f41, $f42);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f43, $f44);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void closePath()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r2.<java.awt.geom.GeneralPath: void lineTo(float,float)>($f47, $f48);;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.DoubleStroke;;computeThickLine;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;ArrayRef for param;;$d0 = r1[$i1];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d1 = r1[$i2];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d2 = r1[$i3];;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;$d3 = r1[$i4];;pattern detected param  r1 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.DoubleStroke;;computeThickLine;;1
*;; * ;; * ;;r1;;8
*;;*;;*;;*;;*;;ArrayRef for param;;r1[0] = $d16;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[1] = $d17;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[2] = $d18;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[3] = $d19;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[4] = $d20;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[5] = $d21;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[6] = $d22;;pattern detected param  r1 must not be null  because used in  ArrayRef 
*;;*;;*;;*;;*;;ArrayRef for param;;r1[7] = $d23;;pattern detected param  r1 must not be null  because used in  ArrayRef 
org.jhotdraw.geom.BezierPath;;set;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d0 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.BezierPath;;outlineContains;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d6 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.BezierPath;;transform;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.geom.AffineTransform: java.awt.geom.Point2D transform(java.awt.geom.Point2D,java.awt.geom.Point2D)>(r3, r3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.BezierPath;;setTo;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;InvokeExpr for param;;$i4 = virtualinvoke r1.<org.jhotdraw.geom.BezierPath: int size()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r5 = virtualinvoke r1.<org.jhotdraw.geom.BezierPath: java.lang.Object get(int)>(i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$r7 = virtualinvoke r1.<org.jhotdraw.geom.BezierPath: java.lang.Object get(int)>($i6);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i8 = virtualinvoke r1.<org.jhotdraw.geom.BezierPath: int size()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.BezierPath;;findSegment;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d12 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d13 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.geom.BezierPath;;joinSegments;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierControlPointHandle;;draw;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void setColor(java.awt.Color)>($r9);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void draw(java.awt.Shape)>($r10);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierControlPointHandle;;fireAreaInvalidated;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierControlPointHandle;;isCombinableWith;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i0 = r2.<org.jhotdraw.draw.BezierControlPointHandle: int index>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i2 = r2.<org.jhotdraw.draw.BezierControlPointHandle: int controlPointIndex>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r3 = virtualinvoke r2.<org.jhotdraw.draw.BezierControlPointHandle: org.jhotdraw.draw.BezierFigure getBezierFigure()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;drawStroke;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void draw(java.awt.Shape)>($r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void draw(java.awt.Shape)>($r9);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void draw(java.awt.Shape)>($r10);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;drawFill;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void fill(java.awt.Shape)>($r4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;virtualinvoke r1.<java.awt.Graphics2D: void fill(java.awt.Shape)>($r9);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;contains;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$d11 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d12 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d17 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d18 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierFigure;;basicSetBezierPath;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = virtualinvoke r1.<org.jhotdraw.geom.BezierPath: boolean isClosed()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;basicSetAttribute;;1
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$z0 = virtualinvoke $r5.<java.lang.Boolean: boolean booleanValue()>();;pattern detected param  r2 must not be null it define a local $r5which used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;basicSetPoint;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d2 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierFigure;;findNode;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d1 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d3 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierFigure;;findSegment;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$d4 = r1.<java.awt.geom.Point2D$Double: double x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$d5 = r1.<java.awt.geom.Point2D$Double: double y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierFigure;;handleMouseClick;;2
*;; * ;; * ;;r3;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = interfaceinvoke r3.<org.jhotdraw.draw.DrawingView: int getHandleDetailLevel()>();;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d0 = interfaceinvoke r3.<org.jhotdraw.draw.DrawingView: double getScaleFactor()>();;pattern detected param  r3 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;$i1 = virtualinvoke r2.<java.awt.event.MouseEvent: int getClickCount()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;writePoints;;1
*;; * ;; * ;;r1;;13
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void openElement(java.lang.String)>("points");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,boolean)>("closed", 1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void openElement(java.lang.String)>("p");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,int)>("mask", $i3);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,boolean)>("colinear", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("x", $d0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("y", $d1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("c1x", $d6);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("c1y", $d7);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("c2x", $d12);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("c2y", $d13);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierFigure;;readPoints;;1
*;; * ;; * ;;r1;;18
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void openElement(java.lang.String)>("points");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$z0 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: boolean getAttribute(java.lang.String,boolean)>("closed", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;i1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getElementCount(java.lang.String)>("p");;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void openElement(java.lang.String,int)>("p", i0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i2 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getAttribute(java.lang.String,int)>("mask", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d0 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("x", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("y", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d2 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("x", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d3 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("c1x", $d2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d4 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("y", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d5 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("c1y", $d4);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d6 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("x", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d7 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("c2x", $d6);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d8 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("y", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d9 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("c2y", $d8);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$z1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: boolean getAttribute(java.lang.String,boolean)>("colinear", 1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: void closeElement()>();;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.geom.GrowStroke;;createStrokedShape;;1
*;; * ;; * ;;r1;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r7 = interfaceinvoke r1.<java.awt.Shape: java.awt.geom.PathIterator getPathIterator(java.awt.geom.AffineTransform,double)>(null, 0.1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierNodeHandle;;fireAreaInvalidated;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for param;;$r4 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r5 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r6 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$r7 = r1.<org.jhotdraw.geom.BezierPath$Node: double[] y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierNodeEdit;;addEdit;;1
*;; * ;; * ;;r1;;4
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r3 = r2.<org.jhotdraw.draw.BezierNodeEdit: org.jhotdraw.draw.BezierFigure owner>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i0 = r2.<org.jhotdraw.draw.BezierNodeEdit: int index>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r5 = r2.<org.jhotdraw.draw.BezierNodeEdit: org.jhotdraw.geom.BezierPath$Node newValue>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;virtualinvoke r2.<org.jhotdraw.draw.BezierNodeEdit: void die()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
org.jhotdraw.draw.BezierNodeEdit;;replaceEdit;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$r3 = r2.<org.jhotdraw.draw.BezierNodeEdit: org.jhotdraw.draw.BezierFigure owner>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;$i0 = r2.<org.jhotdraw.draw.BezierNodeEdit: int index>;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for local initialized from param;;r2.<org.jhotdraw.draw.BezierNodeEdit: org.jhotdraw.geom.BezierPath$Node oldValue> = $r5;;pattern detected param  r1 must not be null it define a local r2which used in  FieldRef 
org.jhotdraw.draw.BezierScaleHandle;;trackStart;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r1.<java.awt.Point: int x>;;pattern detected param  r1 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r1.<java.awt.Point: int y>;;pattern detected param  r1 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierScaleHandle;;trackStep;;1
*;; * ;; * ;;r2;;2
*;;*;;*;;*;;*;;FieldRef for param;;$i1 = r2.<java.awt.Point: int x>;;pattern detected param  r2 must not be null  because used in  FieldRef 
*;;*;;*;;*;;*;;FieldRef for param;;$i2 = r2.<java.awt.Point: int y>;;pattern detected param  r2 must not be null  because used in  FieldRef 
org.jhotdraw.draw.BezierLabelLocator;;getRelativePoint;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;r2 = virtualinvoke r1.<org.jhotdraw.draw.BezierFigure: java.awt.geom.Point2D$Double getPointOnPath(float,double)>($f0, 3.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<org.jhotdraw.draw.BezierFigure: java.awt.geom.Point2D$Double getPointOnPath(float,double)>($f2, 3.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierLabelLocator;;getRelativeLabelPoint;;2
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;r3 = virtualinvoke r1.<org.jhotdraw.draw.BezierFigure: java.awt.geom.Point2D$Double getPointOnPath(float,double)>($f0, 3.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;r4 = virtualinvoke r1.<org.jhotdraw.draw.BezierFigure: java.awt.geom.Point2D$Double getPointOnPath(float,double)>($f2, 3.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;; * ;; * ;;r2;;1
*;;*;;*;;*;;*;;InvokeExpr for param;;r6 = interfaceinvoke r2.<org.jhotdraw.draw.Figure: org.jhotdraw.geom.Dimension2DDouble getPreferredSize()>();;pattern detected param  r2 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierLabelLocator;;read;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;$d0 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("relativePosition", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$d1 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: double getAttribute(java.lang.String,double)>("angle", 0.0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getAttribute(java.lang.String,int)>("distance", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierLabelLocator;;write;;1
*;; * ;; * ;;r1;;3
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("relativePosition", $d0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("angle", $d1);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,double)>("distance", $d2);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierPointLocator;;locate;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$i1 = virtualinvoke r2.<org.jhotdraw.draw.BezierFigure: int getNodeCount()>();;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for local initialized from param;;$r3 = virtualinvoke r2.<org.jhotdraw.draw.BezierFigure: java.awt.geom.Point2D$Double getPoint(int,int)>($i2, $i3);;pattern detected param  r1 must not be null it define a local r2which used in  InvokeExpr 
org.jhotdraw.draw.BezierPointLocator;;write;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,int,int)>("index", $i0, 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
*;;*;;*;;*;;*;;InvokeExpr for param;;interfaceinvoke r1.<org.jhotdraw.xml.DOMOutput: void addAttribute(java.lang.String,int,int)>("coord", $i1, 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
org.jhotdraw.draw.BezierPointLocator;;read;;1
*;; * ;; * ;;r1;;2
*;;*;;*;;*;;*;;InvokeExpr for param;;$i0 = interfaceinvoke r1.<org.jhotdraw.xml.DOMInput: int getAttribute(java.lang.String,int)>("index", 0);;pattern detected param  r1 must not be null  because used in  InvokeExpr 
